ID;Street;AdmArea;District;SpeedLimit;TransportLimit;TimeLimit;RoadConditionsLimit;CommissioningDate;AreaCoordinates;global_id;geodata_center;geoarea
462;Чертольский переулок;Центральный административный округ;район Хамовники;30;нет;нет;нет;;"55.743784,37.598906; 55.744243,37.598395; 55.744827,37.597597";2306336582;;
463;Чистопрудный бульвар;Центральный административный округ;Басманный район;50;нет;нет;нет;;"55.764384,37.638879; 55.762885,37.641665; 55.762629,37.64207; 55.761742,37.643313; 55.7594,37.645248; 55.759294,37.645364#55.764741,37.639496; 55.763418,37.642333; 55.762356,37.644274; 55.760792,37.645966; 55.760729,37.645996; 55.760686,37.646006; 55.760123,37.64599; 55.759501,37.646207; 55.759406,37.646277";2306336583;;
464;Чистый переулок;Центральный административный округ;район Хамовники;30;нет;нет;нет;;"55.743222,37.590151; 55.743011,37.590724; 55.742524,37.592715; 55.742367,37.593243; 55.742329,37.593331; 55.742277,37.59343; 55.741806,37.594102";2306336584;;
465;Шведский тупик;Центральный административный округ;Пресненский район;30;нет;нет;нет;;"55.761429,37.602537; 55.760973,37.603994; 55.760461,37.605011";2306336585;;
466;Яковоапостольский переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.759346,37.657585; 55.758289,37.652604";2306336586;;
467;Яузская улица;Центральный административный округ;Таганский район;50;нет;нет;нет;;"55.745866,37.648414; 55.747399,37.646792; 55.747782,37.646424; 55.748226,37.645951; 55.748611,37.64549; 55.749379,37.64452; 55.74972,37.644049; 55.749873,37.643795; 55.750433,37.642631; 55.750522,37.642474";2306336587;;
468;Яузский бульвар;Центральный административный округ;Таганский район;50;нет;нет;нет;;"55.752982,37.646851; 55.751436,37.645694; 55.751367,37.64562; 55.7513,37.645521; 55.751134,37.645184; 55.751075,37.645027; 55.751038,37.644868; 55.750647,37.642994; 55.750569,37.642617; 55.750536,37.642522; 55.750492,37.642398#55.750398,37.642556; 55.750473,37.642705; 55.750535,37.642894; 55.750579,37.643079; 55.750768,37.643952; 55.750785,37.64405; 55.750785,37.644164; 55.75074,37.644499; 55.750739,37.644625; 55.750757,37.644745; 55.750825,37.645095; 55.750863,37.645246; 55.750912,37.645376; 55.751112,37.645815; 55.751196,37.645962; 55.751297,37.646068; 55.753043,37.647573";2306336588;;
469;Привольная улица;Юго-Восточный административный округ;район Выхино-Жулебино;40;нет;нет;нет;;"55.700468,37.838222; 55.701088,37.838852; 55.70125,37.839031; 55.701967,37.839898; 55.702879,37.841018; 55.703634,37.841936; 55.704475,37.842957; 55.704932,37.843534";2306336589;;
471;Одинцовская улица;Северо-Западный административный округ;район Строгино;40;нет;нет;нет;;"55.793033,37.40837; 55.792902,37.40764; 55.792843,37.407393; 55.792774,37.407175; 55.792471,37.4064; 55.792281,37.406078; 55.791511,37.405191; 55.79077,37.404221; 55.790679,37.404127; 55.790581,37.404055; 55.789084,37.403299; 55.788381,37.40268";2306336591;;
472;Лыковский проезд;Северо-Западный административный округ;район Строгино;40;нет;нет;нет;;"55.788589,37.402839; 55.788919,37.400569; 55.788952,37.400153; 55.788959,37.399744; 55.788963,37.399307";2306336592;;
222;улица Евгения Родионова;Троицкий административный округ;[поселение Кленовское, поселение Щаповское];40;нет;нет;нет;;"55.3506,37.334689; 55.350985,37.334343; 55.35143,37.334034; 55.351864,37.333798; 55.352157,37.333681; 55.35231,37.333644; 55.352476,37.333624; 55.352599,37.333671; 55.352811,37.333848; 55.353008,37.334051; 55.353175,37.334111; 55.353337,37.334112; 55.353523,37.33408; 55.353703,37.334009; 55.353831,37.333923; 55.353995,37.33375; 55.357355,37.328866; 55.358678,37.32805; 55.359489,37.329358; 55.359527,37.329406; 55.359572,37.329418; 55.359636,37.329391; 55.360055,37.328825; 55.360096,37.328779; 55.360137,37.328748; 55.360184,37.32873; 55.360238,37.328725; 55.360289,37.328732; 55.360379,37.328768; 55.36319,37.3325; 55.364721,37.334753; 55.364939,37.335157; 55.365352,37.336011; 55.365491,37.336223; 55.366607,37.337534; 55.366717,37.337572; 55.366902,37.337587; 55.367036,37.337564; 55.367115,37.337611; 55.368195,37.338986; 55.369442,37.341376; 55.369524,37.341481; 55.369602,37.341489; 55.369788,37.341487; 55.369922,37.341513; 55.370071,37.341593; 55.370212,37.341705; 55.370695,37.342222; 55.370909,37.342515; 55.371186,37.343054; 55.371625,37.343986; 55.371844,37.344406; 55.372032,37.344681; 55.372279,37.344979; 55.372326,37.34506; 55.372342,37.345163; 55.37254,37.348264; 55.372567,37.34842; 55.372618,37.348559; 55.372684,37.348668; 55.377095,37.353896; 55.381254,37.35783; 55.382124,37.358591; 55.386206,37.361721";2306340006;;
223;проезд без названия;Троицкий административный округ;поселение Новофедоровское;40;нет;нет;нет;;"55.439873,36.95372; 55.431115,36.960837";2306340007;;
227;1-й Монетчиковский переулок;Центральный административный округ;район Замоскворечье;30;нет;нет;нет;;"55.732492,37.627091; 55.732397,37.629335";2306340008;;
233;проезд без названия;Центральный административный округ;Тверской район;30;нет;нет;нет;;"55.769111,37.612783; 55.769458,37.614086; 55.769473,37.614273; 55.769472,37.614454; 55.769352,37.617833";2306340009;;
249;аллея Архитектора Шехтеля;Центральный административный округ;Пресненский район;30;нет;нет;нет;;"55.766824,37.592225; 55.765954,37.593646";2306340010;;
253;Армянский переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.761123,37.634043; 55.760265,37.635882; 55.759261,37.63745; 55.758374,37.638518; 55.758217,37.638632";2306340012;;
288;Большой Спасоглинищевский переулок;Центральный административный округ;[Басманный район, Таганский район];30;нет;нет;нет;;"55.754191,37.636937; 55.754952,37.635896; 55.755038,37.635795; 55.755132,37.635728; 55.756063,37.635232; 55.756213,37.63514; 55.757588,37.634149";2306340013;;
349;Малая Никитская улица;Центральный административный округ;Пресненский район;30;нет;нет;нет;;"55.759514,37.585125; 55.758743,37.589801; 55.758726,37.589881; 55.758454,37.592046; 55.758328,37.593153; 55.758202,37.594169; 55.75776,37.597844; 55.757736,37.598015; 55.757669,37.598351; 55.757571,37.598725";2306340014;;
350;улица Малая Ордынка;Центральный административный округ;район Замоскворечье;30;нет;нет;нет;;"55.740932,37.62603; 55.739616,37.625807; 55.738818,37.62567; 55.738246,37.625678; 55.738048,37.625682; 55.737682,37.625668; 55.737252,37.625652; 55.736561,37.625624; 55.736319,37.625611; 55.736271,37.625609; 55.735672,37.625583; 55.735592,37.62558; 55.734654,37.625541; 55.734231,37.625554; 55.733269,37.625577; 55.732821,37.625513; 55.732006,37.625395; 55.731993,37.625393; 55.731986,37.625397; 55.731975,37.6254; 55.731966,37.625411; 55.731961,37.625428; 55.731955,37.625443; 55.731763,37.626334";2306340015;;
351;улица Малая Якиманка;Центральный административный округ;район Якиманка;30;нет;нет;нет;;"55.741762,37.614268; 55.741125,37.61491; 55.741059,37.614977; 55.740989,37.61504; 55.740966,37.615063; 55.740399,37.615491; 55.740281,37.615562; 55.739838,37.615798; 55.739824,37.615809; 55.739809,37.615825; 55.739796,37.615839; 55.739783,37.615861; 55.739776,37.615883; 55.739768,37.615905; 55.739727,37.616108#55.739181,37.615997; 55.739151,37.615997; 55.739136,37.615997; 55.73912,37.616004; 55.739103,37.616008; 55.739083,37.616018; 55.739048,37.616037; 55.739035,37.616045; 55.737235,37.617681";2306340016;;
365;Малый Толмачёвский переулок;Центральный административный округ;район Якиманка;30;нет;нет;нет;;"55.743458,37.617928; 55.742593,37.618676; 55.741176,37.619786; 55.740485,37.620227";2306340017;;
404;Покровский бульвар;Центральный административный округ;[Басманный район, Таганский район];50;нет;нет;нет;;"55.753035,37.647566; 55.754974,37.648625; 55.75511,37.648675; 55.755237,37.648709; 55.755752,37.648799; 55.755859,37.648797; 55.755959,37.64876; 55.756059,37.648691; 55.75779,37.647134; 55.758597,37.646802; 55.758681,37.646755; 55.759223,37.64643; 55.759399,37.646289#55.759295,37.645365; 55.759187,37.645485; 55.758146,37.646126; 55.757896,37.646319; 55.756852,37.647412; 55.756698,37.647532; 55.755806,37.648189; 55.75573,37.648229; 55.755646,37.648233; 55.755202,37.648076; 55.754333,37.647671; 55.752991,37.646855";2306340018;;
470;Туркменский проезд;Северо-Западный административный округ;район Строгино;40;нет;нет;нет;;"55.79488,37.407965; 55.794878,37.408108; 55.794912,37.409026; 55.794898,37.409164; 55.794857,37.409288; 55.794786,37.40938; 55.794702,37.409433; 55.794605,37.40943; 55.794511,37.409407; 55.793274,37.408756; 55.793179,37.408667; 55.793093,37.408534; 55.793033,37.408371";2306340019;;
473;улица Михельсона;Восточный административный округ;район Косино-Ухтомский;40;нет;нет;нет;;"55.696191,37.872887; 55.699191,37.867037; 55.699479,37.866649; 55.699642,37.866398; 55.703589,37.858611; 55.70439,37.85658; 55.704476,37.856412; 55.70458,37.856373";2369582917;;
476;Рассветная аллея;Восточный административный округ;район Вешняки;40;нет;нет;нет;;"55.734354,37.771331; 55.734452,37.771466; 55.734529,37.771652; 55.734836,37.772791; 55.737955,37.788468";2369582920;;
477;улица Адмирала Корнилова;Новомосковский административный округ;поселение Московский;40;нет;нет;нет;;"55.632284,37.442667; 55.632145,37.441579; 55.632128,37.441285; 55.632129,37.440992; 55.632146,37.440698; 55.632353,37.439279; 55.632489,37.438451; 55.632531,37.438035; 55.632531,37.437708; 55.6325,37.437424; 55.632435,37.437157; 55.63235,37.436973; 55.632235,37.4368; 55.632145,37.436705; 55.632025,37.436619; 55.631912,37.436582; 55.631792,37.436566; 55.631636,37.436613; 55.631322,37.436744; 55.62904,37.438061";2369582921;;
478;Варшавское шоссе;Троицкий административный округ;поселение Кленовское;40;нет;нет;нет;;"55.334257,37.292237; 55.335385,37.295206";2369582922;;
479;Варшавское шоссе;Троицкий административный округ;поселение Кленовское;40;нет;нет;нет;;"55.336294,37.297397; 55.335442,37.295142";2369582923;;
480;Каштановая аллея;Зеленоградский административный округ;район Савёлки;40;нет;нет;нет;;"55.986582,37.228617; 55.984632,37.232252; 55.984544,37.232509; 55.984497,37.232781; 55.98448,37.233075; 55.984488,37.233386; 55.984518,37.233679; 55.985022,37.237193; 55.985057,37.237373; 55.985116,37.23759; 55.985155,37.237702";2369582924;;
483;улица Радио;Зеленоградский административный округ;район Крюково;40;нет;нет;нет;;"55.972907,37.182634; 55.972269,37.182269; 55.972151,37.182225; 55.971882,37.182189; 55.971581,37.182237; 55.971466,37.182289; 55.971364,37.182384; 55.970928,37.182944";2369582927;;
474;2-я Владимирская улица;Восточный административный округ;район Новогиреево;40;нет;нет;нет;;"55.742183,37.789531; 55.741841,37.789438; 55.74172,37.789444; 55.74119,37.789833; 55.741112,37.78999; 55.740922,37.790481; 55.740581,37.791182; 55.740469,37.791746; 55.740198,37.792621; 55.740168,37.792835; 55.740265,37.793382";2369583004;;
475;3-я Музейная улица;Восточный административный округ;район Вешняки;40;нет;нет;нет;;"55.736533,37.798991; 55.73632,37.800578; 55.73632,37.80079; 55.736351,37.800989; 55.736632,37.801612; 55.736661,37.801733; 55.736674,37.801905; 55.736658,37.80202; 55.73632,37.803509";2369583005;;
481;проезд без названия;Зеленоградский административный округ;район Крюково;50;нет;нет;нет;;"55.961851,37.186322; 55.9636,37.185921";2369583006;;
482;проезд без названия;Зеленоградский административный округ;район Крюково;50;нет;нет;нет;;"55.965155,37.185427; 55.963741,37.185645";2369583007;;
484;улица Алябьева;Западный административный округ;район Филёвский Парк;30;нет;нет;нет;08.06.2022;"55.741281,37.488176; 55.744462,37.485098";2372596036;;
486;Солнечная улица;Троицкий административный округ;поселение Роговское;40;нет;нет;нет;;"55.213263,37.054194; 55.213399,37.051923; 55.213439,37.051715; 55.213515,37.051573; 55.213618,37.051443; 55.213729,37.051385; 55.21435,37.051434";2383285942;;
487;проезд без названия;Северо-Западный административный округ;район Хорошёво-Мнёвники;30;нет;нет;нет;;"55.768749,37.46951; 55.768867,37.469579; 55.768924,37.469628; 55.769245,37.470033; 55.769305,37.470096; 55.769374,37.470144; 55.770069,37.470422; 55.770115,37.470431; 55.770173,37.470415; 55.770225,37.470359; 55.770259,37.470298; 55.770499,37.469675; 55.770533,37.46962; 55.770574,37.469587; 55.770624,37.469552; 55.770682,37.469537; 55.770745,37.469539; 55.773181,37.470693#55.773266,37.470544; 55.773503,37.468869; 55.77352,37.468661; 55.773529,37.468445; 55.773528,37.468211; 55.773547,37.467735; 55.7736,37.46725; 55.773637,37.467; 55.773723,37.466552; 55.773843,37.466075";2383285944;;
485;Лыткаринская улица;Восточный административный округ;район Косино-Ухтомский;40;нет;нет;нет;;"55.700943,37.881032; 55.702262,37.878245; 55.702701,37.877749; 55.704268,37.875158; 55.704295,37.875084";2383286363;;
489;проезд без названия;Северо-Западный административный округ;район Строгино;40;нет;нет;нет;;"55.804642,37.415617; 55.804584,37.41549; 55.804208,37.415192; 55.802842,37.414127; 55.802778,37.414111; 55.802494,37.414088";2397305433;;
490;Новопетровский проезд;Северный административный округ;Войковский район;40;нет;нет;нет;;"55.827039,37.500324; 55.827391,37.50114; 55.827501,37.50143; 55.827598,37.501734; 55.827683,37.501989; 55.82808,37.502915; 55.828587,37.50392; 55.828923,37.504589; 55.829363,37.505367; 55.829817,37.506304";2397328364;;
492;Калужское шоссе;Троицкий административный округ;поселение Вороновское;60;нет;нет;нет;;"55.344024,37.174347; 55.34311,37.173541; 55.342868,37.173346; 55.342635,37.173195; 55.342115,37.172939; 55.341747,37.172798";2397372660;;
493;проезд без названия;Троицкий административный округ;поселение Щаповское;40;нет;нет;нет;;"55.410698,37.396672; 55.412013,37.398761";2397372692;;
494;проезд без названия;Троицкий административный округ;поселение Вороновское;40;нет;нет;нет;;"55.32506,37.092247; 55.32496,37.092991; 55.324912,37.093605; 55.324932,37.094354; 55.325029,37.095238; 55.325908,37.101662; 55.327691,37.108904";2397372729;;
495;Рабочая улица;Троицкий административный округ;поселение Первомайское;50;нет;нет;нет;;"55.539428,37.154081; 55.539776,37.154142; 55.541435,37.154555; 55.546119,37.15577";2397372762;;
496;Шоссейная улица;Новомосковский административный округ;поселение Внуковское;40;нет;нет;нет;;"55.639356,37.261779; 55.640334,37.261749; 55.640476,37.261761; 55.640632,37.261786; 55.640804,37.261841; 55.641093,37.261978";2397372791;;
497;2-я Филёвская улица;Западный административный округ;район Филёвский Парк;30;нет;нет;нет;;"55.734851,37.49434; 55.738331,37.491321; 55.738362,37.491298; 55.740106,37.489729";2397372815;;
491;Потешная улица;Восточный административный округ;район Преображенское;40;нет;нет;нет;;"55.796987,37.702451; 55.797012,37.702486; 55.797176,37.703834; 55.797205,37.703979; 55.797237,37.704077; 55.797292,37.704125; 55.79735,37.704146; 55.797447,37.704146; 55.797795,37.70401";2397401678;;
498;улица Камова;Восточный административный округ;район Косино-Ухтомский;40;нет;нет;нет;;"55.706118,37.868766; 55.706148,37.869035; 55.704478,37.871162; 55.703645,37.872039; 55.702865,37.872892; 55.700139,37.879079";2565541793;;
499;Оружейный переулок;Центральный административный округ;Тверской район;50;нет;нет;нет;;"55.77341,37.608876; 55.773245,37.607303; 55.77324,37.60719; 55.773242,37.606967; 55.773232,37.606751; 55.773177,37.606287; 55.772951,37.604372; 55.772756,37.603542; 55.772679,37.603176; 55.77258,37.602785; 55.771421,37.59891; 55.770207,37.595905";2565541930;;
500;проезд без названия;Новомосковский административный округ;поселение Марушкинское;40;нет;нет;нет;;"55.577033,37.133215; 55.576099,37.135165";2565541955;;
501;проезд без названия;Зеленоградский административный округ;район Савёлки;40;нет;нет;нет;;"55.997776,37.237034; 55.998156,37.237564; 55.998327,37.237774; 55.998491,37.23797; 55.998657,37.238031; 55.998837,37.238052; 55.999218,37.237981; 55.999376,37.237862; 56.000079,37.237037; 56.00058,37.236322; 56.000708,37.236067; 56.001245,37.234667; 56.001381,37.234379; 56.001787,37.233333; 56.002132,37.232343; 56.002564,37.231327";2565541993;;
502;Сосновая аллея;Зеленоградский административный округ;район Савёлки;40;нет;нет;нет;;"55.987172,37.234086; 55.98703,37.234472; 55.986875,37.234854; 55.98667,37.235222";2565542015;;
503;Широкая улица;Троицкий административный округ;поселение Новофедоровское;40;нет;нет;нет;;"55.403394,36.999395; 55.4035,36.999568; 55.404795,37.001472; 55.408569,37.007015; 55.408735,37.007305; 55.408878,37.007658; 55.410197,37.012332; 55.410365,37.012756; 55.410423,37.01286; 55.410508,37.012966";2591772408;;
504;Варшавское шоссе;Троицкий административный округ;поселение Кленовское;70;нет;нет;нет;;"55.354926,37.346364; 55.355351,37.347502";2591772409;;
505;Варшавское шоссе;Троицкий административный округ;[поселение Кленовское, поселение Щаповское];50;нет;нет;нет;;"55.355351,37.347502; 55.356498,37.350498";2591772410;;
506;Варшавское шоссе;Троицкий административный округ;поселение Щаповское;70;нет;нет;нет;;"55.356976,37.351511; 55.356553,37.350443";2591772411;;
507;Варшавское шоссе;Троицкий административный округ;[поселение Кленовское, поселение Щаповское];50;нет;нет;нет;;"55.356553,37.350443; 55.355412,37.347428";2591772412;;
508;Варшавское шоссе;Троицкий административный округ;поселение Кленовское;70;нет;нет;нет;;"55.319737,37.254455; 55.320256,37.255854";2591772413;;
509;Варшавское шоссе;Троицкий административный округ;поселение Кленовское;50;нет;нет;нет;;"55.320256,37.255854; 55.321233,37.258368";2591772414;;
510;Варшавское шоссе;Троицкий административный округ;поселение Кленовское;50;нет;нет;нет;;"55.321277,37.258294; 55.320301,37.255734";2591772415;;
511;Варшавское шоссе;Троицкий административный округ;поселение Щаповское;70;нет;нет;нет;;"55.374892,37.393406; 55.375787,37.394791";2591772416;;
512;Варшавское шоссе;Троицкий административный округ;поселение Щаповское;50;нет;нет;нет;;"55.375787,37.394791; 55.376559,37.395993";2591772417;;
513;Варшавское шоссе;Троицкий административный округ;поселение Щаповское;70;нет;нет;нет;;"55.377975,37.398027; 55.377271,37.396942";2591772418;;
514;Варшавское шоссе;Троицкий административный округ;поселение Щаповское;50;нет;нет;нет;;"55.377271,37.396942; 55.376628,37.395946";2591772420;;
515;проезд без названия;Юго-Восточный административный округ;район Марьино;40;нет;нет;нет;;"55.650383,37.705995; 55.646707,37.702736; 55.645716,37.701795; 55.644932,37.700941; 55.644591,37.700522; 55.644268,37.7001; 55.643758,37.699387";2591772421;;
516;проезд без названия;Юго-Восточный административный округ;район Марьино;40;да;нет;нет;;"55.646674,37.702729; 55.646598,37.702965; 55.646106,37.704146; 55.645728,37.704971; 55.644969,37.706618";2591772422;;
517;улица Мельникова;[Центральный административный округ, Юго-Восточный административный округ];[Таганский район, Южнопортовый район];40;нет;нет;нет;;"55.725811,37.670597; 55.727330,37.677525";2591772423;;
519;улица Щербакова;Зеленоградский административный округ;район Старое Крюково;30;нет;нет;нет;;"55.988097,37.183651; 55.987647,37.185215; 55.987473,37.185944; 55.987250,37.186895; 55.987191,37.187227; 55.987186,37.187406; 55.987189,37.187464; 55.987229,37.187539; 55.987553,37.187630; 55.987680,37.187661; 55.987855,37.187710";2615264567;;
520;улица Генерала Антонова;Юго-Западный административный округ;район Коньково;30;нет;нет;нет;;"55.646489,37.529571; 55.645685,37.531974; 55.645623,37.532231; 55.645177,37.533636; 55.644827,37.534614; 55.644625,37.535299; 55.642767,37.541201";2615264569;;
521;1-й Лучевой просек;Восточный административный округ;район Сокольники;40;нет;нет;нет;;"55.797412,37.657090; 55.797947,37.653207; 55.797977,37.652995; 55.798298,37.652696; 55.798639,37.652647; 55.798742,37.652612; 55.798811,37.652634; 55.800353,37.653375; 55.800512,37.653392; 55.801641,37.653775; 55.801781,37.653859; 55.801878,37.653970; 55.802046,37.654135; 55.802141,37.654204";2615264570;;
523;улица Академика Бочвара;Северо-Западный административный округ;район Щукино;30;нет;нет;нет;;"55.805478,37.460345; 55.807666,37.462962";2615264572;;
522;Малая Ширяевская улица;Восточный административный округ;район Сокольники;40;нет;нет;нет;;"55.804714,37.688625; 55.8045,37.689237; 55.80448,37.68932; 55.804462,37.689418; 55.804458,37.689535; 55.804468,37.689661";2615264868;;
518;проезд без названия;Троицкий административный округ;поселение Вороновское;40;нет;нет;нет;;"55.281858,37.232323; 55.281755,37.232871; 55.28157,37.234422; 55.280128,37.233676; 55.279431,37.233307; 55.277301,37.23232; 55.277147,37.232276; 55.276969,37.232282; 55.271722,37.233775; 55.270434,37.234203; 55.268193,37.23489; 55.268013,37.234981; 55.267275,37.235621; 55.266969,37.235817; 55.266487,37.236499; 55.265789,37.237305";2615264933;;
